x,y,x_pred,y_pred,t,l1_error
64.975815,47.35335,64.9758145241803,47.35335082414479,11.31598592740248,1.299964495160566e-06
89.05592,58.24083,89.05592058088894,58.240828993869755,37.613709816796906,1.5870191845124282e-06
100.71979,68.00157,100.71979049995045,68.0015691340595,52.59528630495887,1.365890952342852e-06
106.31808,65.80417,106.31808316748786,65.8041645137441,56.344849884116286,8.653743762465638e-06
108.06331,66.10597,108.06330780216301,66.10597380676948,58.00716368833095,6.004606476039953e-06
67.84049,47.865753,67.84048982442643,47.86575330410268,14.053069218018367,4.796762596015469e-07
82.02788,57.731422,82.02788094984761,57.73142035481388,31.27254318629349,2.5950337416702496e-06
98.86425,68.84363,98.86425128786078,68.84362776935725,51.409370744407944,3.5185035329732273e-06
72.67582,51.715893,72.67581854339952,51.71589552290879,20.165657400649845,3.979509273221993e-06
97.88674,69.218376,97.88674077767524,69.2183746530255,50.75019486773529,2.124649739698725e-06
88.70565,57.981354,88.7056493382131,57.9813551462498,37.1806291220351,1.808036692807491e-06
70.66043,49.300117,70.66043043911856,49.30011623942352,17.212390974426434,1.199695034870274e-06
95.17704,69.66583,95.1770381692143,69.66583317101734,48.62725200797079,5.001803046411624e-06
90.98131,61.803932,90.98130520308453,61.80394030851037,41.06269646601432,1.3105425828996431e-05
74.11193,54.128273,74.11192969296312,54.12827353180406,22.61555449552575,8.388409469262115e-07
67.423485,47.758686,67.42348369072701,47.75868826772981,13.638398739816209,3.5770028006254506e-06
75.07062,55.54406,75.07061722996824,55.54406479784099,24.15369753709158,7.5678727569084e-06
93.32456,68.72479,93.32456206196349,68.7247864285706,46.55243721539929,5.633392888171329e-06
92.49515,67.36309,92.4951504532892,67.36308921487924,45.15329744644349,1.2384099647988478e-06
109.09305,67.57011,109.09304668541,67.57011574104457,59.6310143318358,9.055634578203353e-06
74.6767,55.005707,74.67669912463472,55.00570851617877,23.543376437241093,2.391544043689464e-06
84.74091,57.372154,84.74090800025442,57.37215746366472,33.44246287535958,5.463410296613347e-06
83.09207,57.584,83.09207040844912,57.583999292544625,32.12044807243578,1.1159044888131575e-06
78.128586,57.682087,78.12858604942286,57.68208691439701,27.870987124595175,1.3502585716196336e-07
65.000305,47.356487,65.00030434638614,47.35648813209364,11.338763394042543,1.7857074894322977e-06
92.592575,67.57944,92.59257433249026,67.57944115616205,45.34584490590467,1.8236717806985325e-06
94.47159,69.50913,94.47158908840007,69.50913157893912,47.93796428434636,2.490539060318042e-06
84.89339,57.357613,84.89339111602898,57.357611066979004,33.56724397089535,3.0490499796087533e-06
92.58727,67.568146,92.58727212151334,67.56814232542709,45.33560364450521,5.7960862420713966e-06
89.3978,58.564568,89.39779887470038,58.56456994907825,38.071655530147595,3.074377865175393e-06
85.80336,57.30451,85.80336124055536,57.30450785129273,34.32874984424863,3.3892626305487283e-06
109.05394,67.45857,109.05394221345477,67.45856616617968,59.54137411468999,6.047275093123972e-06
72.61481,51.620525,72.61480824184716,51.62052804521337,20.06513721537167,4.803366216776794e-06
84.3335,57.416786,84.3335004246642,57.416785264459236,33.111951351108466,1.1602049596604047e-06
91.34593,63.23906,91.3459330496225,63.23905471789311,42.0960301477147,8.33172939707083e-06
91.305405,63.06719,91.3054055559636,63.067189037041715,41.97499952897115,1.5189218913747027e-06
62.731583,47.02679,62.73158180289166,47.02679207345473,9.20914360690859,3.2705630701457267e-06
84.717255,57.374527,84.71725390211205,57.37452890159977,33.4231635378746,2.999487712429527e-06
108.320114,66.29982,108.32011312528294,66.29982151505604,58.3264874574745,2.3897731011857104e-06
93.38754,68.792984,93.38754012621723,68.79298378138512,46.64107648230598,3.4483211663882685e-07
87.94448,57.602074,87.94448047344963,57.60207317996029,36.33179654081441,1.2934893405258663e-06
74.52983,54.788445,74.5298300596684,54.7884448966512,23.307552340383445,1.6301719796274483e-07
98.66312,68.92605,98.66312461576217,68.9260420052567,51.27639697371499,1.2610505464749622e-05
73.594505,53.253242,73.59450405331354,53.25324363971083,21.729936036752875,2.5863972865636242e-06
84.93126,57.354206,84.93125939246116,57.3542070522893,33.598336863275904,1.6598281362689704e-06
67.8154,47.858814,67.81539973702716,47.8588144554828,14.02787113754982,7.184556309880463e-07
73.32133,52.783768,73.32132828936373,52.78377096291216,21.258622674623204,4.673548424705132e-06
70.60834,49.25702,70.60833837798734,49.25702280941141,17.14573121647134,4.431424073914059e-06
84.30343,57.420364,84.30342889059824,57.42036592154232,33.087698958649916,3.0309440859355163e-06
89.181885,58.35109,89.18188646339725,58.351087465318834,37.777928691428244,3.998078419442663e-06
71.52109,50.144382,71.52108970431422,50.144382512143345,18.379876756330667,8.078291244828506e-07
102.03093,67.36928,102.03092809364574,67.36928330190604,53.41462242127257,5.208260290601174e-06
92.67618,67.75073,92.6761779450992,67.75073355919649,45.50389390945654,5.614097290163045e-06
96.70082,69.55569,96.70082118891982,69.5556879407282,49.891814602745626,3.248191617899465e-06
63.39724,47.13958,63.397239036382786,47.139581669035785,9.842014590205586,2.6326529933839993e-06
73.5922,53.24928,73.59219973755185,53.249280454574034,21.725958849273667,7.170221891783513e-07
87.72062,57.527298,87.72062020365797,57.52729764725366,36.10054007163805,5.564043163985843e-07
91.83847,65.328674,91.8384702714755,65.32867352979015,43.56738856151303,7.416853549102598e-07
100.10727,68.291534,100.10727101740054,68.29153223780867,52.20981016131529,2.7795918668971353e-06
72.33709,51.20249,72.33709010860659,51.20248981188768,19.615607245662936,2.967189018932004e-07
71.38096,49.98879,71.3809598733508,49.98879021936307,18.18072464705549,3.4601226417407815e-07
79.996185,57.89074,79.99618648527132,57.89073742743177,29.592702158459808,4.057839554150178e-06
66.2157,47.525764,66.21570019595558,47.52576366059462,12.475965057509125,5.353609608960141e-07
94.11699,69.35312,94.11699232102688,69.35311597985911,47.55286665623224,6.341167775758549e-06
106.67454,65.77663,106.67454421251094,65.77662270370905,56.639783395016735,1.1508801890158793e-05
65.80095,47.463623,65.80094915655997,47.46362446088259,12.085710448744555,2.3043226278218754e-06
104.915665,66.138336,104.9156658947856,66.1383344501842,55.29740539948364,2.4446013924261933e-06
68.09816,47.941082,68.098159005712,47.94108372215918,14.313882513856734,2.716447163209068e-06
76.40583,56.87075,76.40582899005413,56.87075174927945,25.973368089081035,2.759225310455804e-06
97.43371,69.365585,97.43370839431603,69.36558778112925,50.43146371182014,4.386813230894404e-06
91.13893,62.39004,91.13893114248853,62.390038021149664,41.49225318759571,3.1213388638207107e-06
64.61357,47.307106,64.61356985070911,47.30710625857967,10.979150488361949,4.0787055866076116e-07
75.18191,55.68387,75.18191082393673,55.68386857289814,24.319982473366167,2.2510385875307293e-06
79.86053,57.89057,79.8605274693437,57.890574383230074,29.475136450335693,6.913886380743861e-06
106.91785,65.777115,106.91784725310706,65.77711975776333,56.850738593285755,7.504656281298594e-06
80.97552,57.84513,80.97552123788151,57.845127855923984,30.418026397265805,3.3819575193660967e-06
75.69756,56.260036,75.6975611657512,56.26003398085751,25.054631358902906,3.1848936927758587e-06
104.00347,66.47797,104.0034700692183,66.47796988011025,54.677238001852714,1.8910805010818876e-07
85.33286,57.3239,85.33286190671075,57.32389669747652,33.93097977269744,5.209234231529081e-06
62.00487,46.874073,62.00486966127219,46.87407358669442,8.503433078471355,9.254222277377266e-07
60.975353,46.582985,60.975352157373756,46.582986459473055,7.466301078752585,2.302099296969118e-06
64.781975,47.3286,64.78197425518503,47.32860129005878,11.135740527471638,2.034873745060395e-06
68.08688,47.937626,68.08688058554326,47.93762498580821,14.302385746051534,1.5997350502061636e-06
67.83224,47.863464,67.83223985447012,47.86346425206541,14.044780007424897,3.97595293577524e-07
105.982315,65.85555,105.98231131598862,65.85555638090182,56.07975876408187,1.0064913197993519e-05
73.884186,53.748222,73.8841881296452,53.748218311342285,22.228297007661034,5.8183029096881e-06
86.084404,57.303146,86.0844027528567,57.30314816011792,34.57145915477374,3.4072612251634382e-06
74.4463,54.66118,74.44629725378408,54.661184756590686,23.171580770742587,7.502806596448863e-06
105.78893,65.89461,105.78893319098124,65.89460447305233,55.931812379710586,8.717928920987106e-06
107.52535,65.8685,107.52535184114278,65.86849681104368,57.42254163219495,5.030099089253781e-06
73.66033,53.366364,73.66033055178147,53.36636304428543,21.84350312822393,1.5074960373340218e-06
64.37273,47.276096,64.37272999687055,47.2760960054204,10.755071885912454,8.549854157990922e-09
73.5063,53.101463,73.50629767386836,53.10146702898257,21.577658807274474,6.355114201994638e-06
63.259483,47.117928,63.259483509541894,47.1179271174466,9.711887504975152,1.3920952923740515e-06
94.03549,69.30809,94.03548947719449,69.3080909055267,47.45977058499572,1.4283321974062346e-06
68.93807,48.247204,68.93806979414657,48.247204356549,15.194326983901902,5.624024197459221e-07
91.60011,64.34067,91.60011182230411,64.34066684367326,42.86696109418638,4.978630855134725e-06
78.77941,57.81267,78.77940896950162,57.81267178487749,28.499908842294445,2.815375871989545e-06
75.13112,55.620747,75.13111888026333,55.62074893944292,24.244435556936324,3.0591795834311597e-06
66.16168,47.517296,66.16168047242232,47.51729518173966,12.424948355901062,1.2906826540870497e-06
65.39946,47.408455,65.39945896080584,47.40845679993904,11.710425837113466,2.8391332023147697e-06
87.790306,57.549076,87.79030549186444,57.549076880117575,36.171778925476765,1.3882531320064118e-06
72.77513,51.87362,72.77513135449016,51.87361765395167,20.33052584242689,3.700538485418292e-06
91.200226,62.633213,91.20023199709938,62.63320261270784,41.66692349573535,1.6384391535950726e-05
102.7788,67.01567,102.77879596777814,67.01567698402077,53.88549216132915,1.1016242638106633e-05
76.0424,56.58198,76.04239716831908,56.581984904620576,25.51424350888196,7.736301490979258e-06
75.27876,55.80104,75.27876083216363,55.80103855864875,24.46244200866194,2.273514873252225e-06
87.3976,57.442387,87.39759960045347,57.44238769203563,35.77834100414622,1.0915821562207384e-06
102.9538,66.93498,102.95379874883903,66.93498216707671,53.996701681341214,3.418237682240033e-06
87.94472,57.60216,87.94471957829627,57.60216073041309,36.33204738693282,1.152116823277538e-06
74.40376,54.595406,74.40375996724467,54.59540605673397,23.10185306692733,8.948931196073318e-08
73.56321,53.199406,73.56320923786512,53.19940732005776,21.675915786375164,2.0821926298708604e-06
95.13926,69.66168,95.13925724215608,69.66168477673102,48.59245856098962,7.534574933742988e-06
103.97244,66.49064,103.97244332773988,66.49063423617916,54.65670022105996,9.091560713159197e-06
65.96929,47.48809,65.96928975342774,47.48809042707612,12.243730694971289,6.73648379745373e-07
81.25386,57.820103,81.25386106735984,57.820101151276525,30.646562484141626,2.9160833108221595e-06
86.36154,57.31073,86.3615386522886,57.31073233430717,34.81525803343684,3.6820185727037824e-06
92.42379,67.19231,92.4237894361456,67.19231097662552,45.006107926644724,1.540479914297066e-06
68.11478,47.946205,68.11477810451359,47.94620828308235,14.330837357897494,5.178568756036839e-06
71.20676,49.8056,71.206757965084,49.805603524581755,17.93826805551684,5.559497765261767e-06
108.45938,66.43607,108.4593810518241,66.43606817818524,58.515220328510125,2.873638862865846e-06
93.277695,68.67151,93.2776957207101,68.6715087516921,46.48521094557935,1.9690180010911718e-06
67.05038,47.676136,67.05037996170803,47.6761360663237,13.274005277179228,1.0461567256925264e-07
79.78789,57.88972,79.78788923770905,57.8897213203281,29.411803348194148,2.0826190549882995e-06
74.87908,55.29064,74.87907945061356,55.290640951566274,23.861109089688647,1.5009527132292533e-06
79.49469,57.880463,79.49468976556177,57.88046340605937,29.15325613433463,6.404976033991261e-07
89.37785,58.54345,89.37785241591124,58.5434458155144,38.04381932726968,6.600396837086464e-06
106.95904,65.77898,106.95904076247436,65.77897867935422,56.88734268863417,2.083120136830985e-06
80.78044,57.8599,80.78043969924148,57.85990052092961,30.256467109372515,8.216881184353042e-07
98.47919,68.99922,98.47919172618072,68.99921701016403,51.1536938478144,4.716016675843093e-06
84.019806,57.455715,84.0198057833928,57.45571537517508,32.859748788068494,5.917822889500712e-07
73.8353,53.665348,73.83529798635357,53.66535148774175,22.144523512130494,5.501388187667544e-06
80.66119,57.867683,80.66118919729922,57.86768439032005,30.157085048618722,2.1930208333742485e-06
76.77666,57.116966,76.77665823422771,57.11696905841068,26.417624276426245,4.824182980200931e-06
74.26545,54.377274,74.26545109143437,54.37727210957814,22.87300714990398,2.981856226824675e-06
69.432274,48.48101,69.43227347192598,48.481010914652025,15.739223223633298,1.4427260524030316e-06
63.283775,47.121803,63.283775337851466,47.121802414823456,9.734862498236552,9.230280113570188e-07
63.616543,47.172565,63.616542575525244,47.17256573521264,10.048429097638465,1.159687400331677e-06
72.93113,52.12703,72.93113032465916,52.12702943767321,20.592330738588444,8.869859584592632e-07
81.7729,57.7632,81.77289960031882,57.76320069226887,31.067612955605945,1.091950053933033e-06
71.50804,50.129574,71.50803889834572,50.129575908123265,18.36117112778712,3.0097775436388474e-06
93.61654,69.01099,93.61654103285059,69.01098821104837,46.94839926467212,2.8218022265491527e-06
90.27472,59.875393,90.27472063155867,59.875391906107126,39.48650269807412,1.7254515398690273e-06
84.668304,57.37953,84.66830433526614,57.379529419301385,33.383272214724286,9.159647547107852e-07
65.262024,47.390335,65.26202369101408,47.3903355351799,11.582342744668411,8.441658181368439e-07
101.74204,67.508316,101.74203854566082,67.5083185189921,53.23395421725021,3.97333128887567e-06
99.37213,68.62584,99.37213112201466,68.62583805661146,51.74031293555372,3.0654032059374003e-06
73.00548,52.24997,73.00548194413007,52.24996663266429,20.718189694623625,5.311465770319046e-06
92.74753,67.887184,92.7475274693328,67.88718838324898,45.633911783042734,6.913916180906199e-06
74.56288,54.83807,74.56287938899038,54.83807105830088,23.3609869674822,1.6693105067133729e-06
108.43132,66.40654,108.43131997736089,66.40654003921213,58.47615466113347,6.185123879731691e-08
76.15849,56.679646,76.1584900610201,56.679645894309964,25.66361338547094,1.667101372504476e-07
73.49158,53.07614,73.49158000281074,53.07613999513165,21.552249420214157,7.679091140744276e-09
108.5905,66.59001,108.5904993943978,66.59001104893497,58.70574354744483,1.6545371721576885e-06
93.21804,68.60042,93.2180394710567,68.60042091615767,46.3980032151105,1.4451009775484636e-06
90.96892,61.76042,90.96891990203363,61.76042016968292,41.030210426136875,2.6764927696376617e-07
88.533585,57.875877,88.53358310404859,57.87588028388776,36.97887796344306,5.179839170921241e-06
106.84482,65.77513,106.84481693549864,65.77513530787783,56.78650024160897,8.37237918460687e-06
75.996254,56.541702,75.9962537145494,56.541702494415475,25.454140906177663,7.798660703883797e-07
108.8618,67.01758,108.86180149044247,67.0175774184751,59.15448112864372,4.0719673677358514e-06
94.893555,69.6239,94.89355556292296,69.62389902498781,48.36078174657136,1.5379351481215053e-06
109.11921,67.65021,109.1192094845577,67.65021089277323,59.693719529806714,1.4082155246342154e-06
62.290203,46.9384,62.29020323923699,46.93839958562893,8.782702246090196,6.536080618957385e-07
108.11298,66.13849,108.1129799649203,66.13849006075985,58.066439168564614,9.583953897163155e-08
68.867386,48.21734,68.86738512486605,48.21734151577811,15.1181808397827,2.3909120585585697e-06
92.12111,66.33725,92.1211108512737,66.33724852554911,44.316449635762055,2.325724580032329e-06
68.91644,48.237976,68.91643939393242,48.23797704974096,15.170980853084245,1.6558085320639293e-06
96.1428,69.64946,96.14279898225959,69.64946176278005,49.45543993675084,2.7805204467767908e-06
81.79806,57.760162,81.79806040067942,57.76016130600214,31.087883161951186,1.094677273272282e-06
90.74434,61.036118,90.74434179478163,61.036114891343615,40.47356768424078,4.90343802539428e-06
71.67781,50.327328,71.67781036340472,50.327327370563886,18.60707321978201,9.928408388759635e-07
85.39762,57.320107,85.39762129752759,57.32010475261385,33.98516709469542,3.5449137385512586e-06
95.05159,69.650406,95.05159295825734,69.6504008761424,48.510897097743715,8.08211494529587e-06
89.69113,58.91278,89.69113010085057,58.91277982532148,38.49979268866339,2.755290893219353e-07
86.577896,57.323666,86.57789642716895,57.32366526012086,35.009095871511306,1.1670480972725272e-06
108.88264,67.05848,108.88263883421692,67.05848201919774,59.19297908624779,3.18498081242069e-06
90.68565,60.866447,90.68564888047368,60.866448939078595,40.33790520884703,3.0586049106773316e-06
97.15971,69.44433,97.15971098450134,69.4443282947918,50.23354515424422,2.689709532432971e-06
66.14101,47.514088,66.14101036058399,47.51408737544953,12.405443607234826,9.851344699995934e-07
108.9283,67.15332,108.92830233714898,67.15331595193477,59.27994177816804,6.38521420626148e-06
65.798256,47.46324,65.79825578135055,47.46324037871236,12.083185875827098,5.973618044663453e-07
78.87851,57.82636,78.87851097360107,57.82635831367166,28.59257697761706,2.6599294002949136e-06
60.722965,46.49486,60.72296319463624,46.49486312698517,7.203664135579912,4.9323489292874e-06
89.374695,58.540127,89.37469413041131,58.54012850617342,38.03942551773504,2.375762107931223e-06
64.84805,47.33703,64.84805134853285,47.33702766427004,11.1971781681854,3.684262807723826e-06
62.297134,46.939888,62.297134249947554,46.93988756707767,8.789448669192225,6.828698886351958e-07
72.50768,51.456062,72.50768147075442,51.456059452575836,19.890128455845755,4.018178593412358e-06
75.22398,55.73528,75.22398073831215,55.735278721204445,24.38212115100739,2.0171077110830993e-06
92.5421,67.46969,92.54209973173653,67.4696904646465,45.24725730662797,7.32909981593366e-07
91.76163,65.02105,91.76162609379315,65.02105676575611,43.34703127719416,1.0671962954234004e-05
69.87601,48.73332,69.8760094428209,48.733320965063555,16.2496648737948,1.5222426483774143e-06
90.026215,59.413406,90.02621629512134,59.41340375678159,39.04029768541998,3.5383397616328693e-06
91.29399,63.01921,91.29399333727501,63.019204219663806,41.941123865920694,9.117611213582677e-06
67.267746,47.722847,67.26774579048326,47.72284736289404,13.485605287331705,5.724107836613257e-07
66.251755,47.531487,66.2517553405433,47.53148641016107,12.51005110961773,9.303822210426915e-07
88.24255,57.725243,88.24255098410408,57.725241295479854,36.6515172529358,2.6886242352475165e-06
62.820454,47.043148,62.82045461417061,47.04314693622414,9.294287164868118,1.6779464715455106e-06
62.73942,47.02825,62.73941866315804,47.02825231548072,9.21666064925191,3.6523226825124766e-06
68.796814,48.188347,68.79681305152947,48.188348642800946,15.04256719017883,2.5912714747278187e-06
92.12008,66.33395,92.12008079268193,66.33394862703314,44.31390763070299,2.165648794516528e-06
64.82164,47.33366,64.82164049212663,47.333659147610746,11.17262143241188,1.3445158870695195e-06
59.841995,46.123955,59.84199398868176,46.12395675165649,6.255269179261221,2.7629747307855723e-06
77.25728,57.37197,77.25727926437233,57.37197127414587,26.961355415191164,2.009773538702575e-06
79.44801,57.878082,79.44801073870363,57.878080720526384,29.111639558433748,2.018177248430675e-06
76.39547,56.863194,76.39546916888708,56.863195439531374,25.960618066542075,2.270644301916036e-06
87.33865,57.429527,87.33865199183904,57.429523550029806,35.72085879792988,5.441809236117479e-06
62.4294,46.967644,62.429399773581316,46.96764439216909,8.917872405136109,6.185877765574332e-07
91.37279,63.354008,91.37278382891826,63.35401868863877,42.17676554937623,1.6859720503248354e-05
91.049194,62.049133,91.04919305826618,62.0491346311326,41.24408615024055,2.5728664212465446e-06
90.173035,59.67565,90.17303627872298,59.67564778518442,39.29856946259212,3.4935385571088773e-06
73.6677,53.379017,73.66770132393654,53.379014706872134,21.856212232013963,3.617064407990256e-06
77.249405,57.368324,77.24940502947004,57.368323948956345,26.952712464767888,8.05137005954748e-08
80.15135,57.888752,80.15134957990816,57.888752727621174,29.726085027703142,1.1477130144044168e-06
83.94881,57.46496,83.94881108403136,57.46495812240054,32.80288692794891,2.96163082680323e-06
108.97946,67.269,108.97946116017886,67.26899799050909,59.38208760258201,3.169669767544292e-06
90.77887,61.139618,90.77886997226608,61.139618048036624,40.55522150724481,7.577054361718183e-08
96.19858,69.64244,96.1985773607845,69.64244457126034,49.500236849821924,7.210475857277743e-06
108.233795,66.22717,108.23379124855774,66.22717649769571,58.21540801997903,1.0249137972095923e-05
107.11398,65.79105,107.11397763240976,65.79105410079104,57.027559696356946,6.468381286595104e-06
95.94585,69.66956,95.94584909223641,69.66956157229437,49.29492617873009,2.480057943898828e-06
69.41282,48.47092,69.41281956598982,48.4709207517285,15.717330564960935,1.1857386752467391e-06
103.511894,66.6853,103.51189014953326,66.68530666921131,54.35518549702094,1.0519678056652992e-05
90.42824,60.208614,90.42824212383056,60.20861032141355,39.78606531799535,5.802417000211335e-06
95.237015,69.67156,95.23701344057167,69.67156270101202,48.68205689338522,4.2604403489576725e-06
99.81618,68.426125,99.81618414816577,68.42611781515826,52.02501420270352,1.1333007506664217e-05
70.455025,49.13498,70.45502529241915,49.134979493514635,16.95193654540567,7.989045087697377e-07
101.509,67.62091,101.50899481425208,67.62091898198868,53.08843255603986,1.4167736608783343e-05
63.73288,47.189407,63.73288000236009,47.1894069959122,10.157600915628109,6.447891109928605e-09
92.998146,68.30362,92.99814591438306,68.30362014829308,46.05916949445921,2.339100291237628e-07
80.008644,57.890663,80.00864467402725,57.89066183254928,29.60345347194003,1.8414779745512533e-06
86.428856,57.31406,86.42885643695813,57.31405924316548,34.8752204140564,1.1937926487348705e-06
100.82977,67.948814,100.82976840805213,67.94881675733761,52.664153826429725,4.349285475768738e-06
96.847244,69.52318,96.84724277485148,69.52318212202182,50.00236655435726,3.3471703488885396e-06
74.652145,54.969982,74.65214509414555,54.96998183693494,23.50424869226719,2.5721060836758625e-07
61.066086,46.612896,61.066085119142755,46.61289752569117,7.559833670908837,2.406548411215681e-06
92.36841,67.052155,92.36841103514394,67.05215320707616,44.888069984043454,2.8280677781822305e-06
88.572655,57.898685,88.5726539935591,57.898686743208685,37.02411757586625,2.74964958180135e-06
77.57456,57.50553,77.57456093660159,57.505528377756704,27.30290797560562,2.558844876432431e-06
70.86509,49.477745,70.86508892165314,49.477746867753574,17.47844570923494,2.946100430278875e-06
73.710464,53.452335,73.71046313147367,53.45233650433335,21.92990592248611,2.37285968296419e-06
91.25897,62.87323,91.25897267599996,62.873225365027075,41.83780570773295,7.310972875984589e-06
102.26785,67.256035,102.26784362639276,67.25604603942361,53.56317876223244,1.74130308465692e-05
86.29464,57.30802,86.29463932059825,57.308021176759645,34.755965919229844,1.8561613970291546e-06
66.691666,47.606483,66.69166471609088,47.60648522379824,12.928523284250861,3.5077073547995496e-06
67.401405,47.75348,67.40140527037443,47.753479531697245,13.616673895815033,7.386771869732911e-07
89.673546,58.889763,89.67354552383998,58.889763824734246,38.47305600322667,1.3008942687520175e-06
75.80003,56.360825,75.80003212487728,56.3608213196006,25.193767464997432,5.80527666471653e-06
89.972694,59.32484,89.97269545532669,59.32483747929751,38.94966416337683,3.976029177010787e-06
107.98245,66.0575,107.98244993359964,66.05750011500892,57.912901874911434,1.8140927693366393e-07
60.397987,46.370056,60.3979862879221,46.37005723335645,6.859822906206423,1.945434348726849e-06
90.2498,59.824986,90.24980310434452,59.824980623111685,39.43971785974846,8.481232846691e-06
76.785515,57.122295,76.78551474672682,57.12229543868251,26.427957431288153,6.919556909679159e-07
103.911285,66.51577,103.91128017854513,66.51577835101392,54.61630341276455,1.3172468797506554e-05
74.90802,55.329956,74.90801825828798,55.329959016737,23.90582985562474,4.758449009045762e-06
92.933075,68.20419,92.93307478428471,68.20419037363025,45.95310138071889,5.893455465866282e-07
70.27634,49.001396,70.27634016018098,49.00139572255813,16.730398808576297,4.3762284462900425e-07
87.874054,57.57702,87.87405426148408,57.57701954709583,36.25827882934241,7.143882427840254e-07
92.40972,67.15736,92.40972268761729,67.1573553449052,44.97644796018909,7.3427120952374025e-06
98.88393,68.835434,98.88392703987138,68.8354391270988,51.422316132356315,8.087227413966502e-06
78.39067,57.743687,78.39066934070196,57.74368814193895,28.128758563225446,1.801236983567378e-06
102.309204,67.23637,102.30920156177288,67.23637422313784,53.589159894594395,6.661364963633787e-06
79.44081,57.87769,79.44081005067827,57.87768991222258,29.10520817398616,1.384556895800415e-07
85.28304,57.327034,85.28303919208273,57.327035399355296,33.88940137403062,2.207272572718466e-06
60.90506,46.55918,60.90505908911792,46.55918157769577,7.393523048179699,2.4885778486805066e-06
70.797195,49.41732,70.79719486649496,49.417320231237774,17.389434423129142,3.6474281728260394e-07
73.06592,52.350796,73.06592074138851,52.35079471587604,20.820945243053973,2.0255124653090206e-06
67.66361,47.81824,67.66360882072922,47.81824204255914,13.8761301222549,3.2218299210740042e-06
77.43954,57.45182,77.439539979821,57.451820034951076,27.159122215667754,5.513006584578761e-08
94.51079,69.52278,94.5107888331481,69.52278202104897,47.978737483849564,3.1879008730584246e-06
106.62866,65.7784,106.62866125235092,65.77839783086222,56.60093513792957,3.4214887136840844e-06
88.09761,57.66174,88.09760974274681,57.66174044557608,36.49424402265581,7.028292685617998e-07
89.39226,58.558678,89.3922614673255,58.55867545851491,38.06391275051178,4.008810591926704e-06
61.616455,46.775974,61.61645489677072,46.77597417879855,8.118006269647605,2.8202783397546227e-07
106.319016,65.804054,106.31901615969451,65.8040537234007,56.34560248416278,4.362938028634744e-07
62.7649,47.032974,62.76489901862758,47.03297569978874,9.241088980626273,2.6811611562038706e-06
64.595535,47.3048,64.59553573885424,47.30479872026553,10.962378716888079,2.0185887095180988e-06
104.239914,66.38359,104.23991690908368,66.38358496131377,54.83481460688971,7.947769901761603e-06
99.524216,68.55829,99.52421273729024,68.55829565118525,51.838248338674944,8.913895001683159e-06
90.66366,60.804863,90.66365795699326,60.80486653859534,40.28806933021942,5.581602074755665e-06
